Time,LIMS:1110SUEZ0002.SALT,LIMS:1110SUEZ0005.SALT,LIMS:1110SUEZ0005.BSW CRUDE,LIMS:1110SUEZ0007.SALT,LIMS:1110SUEZ0010.BSW CRUDE,LIMS:1110SUEZ0010.SALT,LIMS:1110SUEZ0016.Cl,LIMS:1110SUEZ0016.pH,LIMS:1110SUEZ0016.Tfe
2022-12-01 00:00:00,1.2333333492279053,,0.10000000149011612,,,,26.166666666666668,6.084999879201253,0.2666666731238365
2022-12-01 12:00:00,,0.46000000834465027,0.10000000149011612,,,,22.0,,
2022-12-02 00:00:00,,0.4516666730244954,0.10000000149011612,,,0.5416666766007742,21.666666666666668,5.700000047683716,0.6333333551883698
2022-12-02 12:00:00,0.6899999976158142,,0.10000000149011612,0.9800000190734863,0.10000000149011612,,,,
2022-12-03 00:00:00,0.8816666702429453,0.4033333311478297,0.10000000149011612,1.1450000206629436,0.10000000149011612,0.49666666487852734,,,
2022-12-03 12:00:00,,0.3700000047683716,,,0.10000000149011612,,23.0,5.619999885559082,0.6000000238418579
2022-12-04 00:00:00,,,0.10000000149011612,,0.10000000149011612,0.47999998927116394,23.0,5.619999885559082,
2022-12-04 12:00:00,,0.3700000047683716,,,0.10000000149011612,0.47999998927116394,23.0,,0.6000000238418579
2022-12-05 00:00:00,,0.35500000417232513,,,0.09166666803260644,0.4599999934434891,23.166666666666668,5.608333269755046,0.6333333551883698
2022-12-05 12:00:00,0.8399999737739563,,,1.090000033378601,0.05000000074505806,0.36000001430511475,24.0,5.550000190734863,
2022-12-06 00:00:00,,0.2733333334326744,,1.0133333603541057,0.058333334202567734,0.35000001390775043,23.666666666666668,5.5550001462300616,0.7666666805744171
2022-12-06 12:00:00,,,,,0.10000000149011612,,22.0,5.579999923706055,
2022-12-07 00:00:00,0.5666666775941849,,,0.7450000047683716,0.09166666803260644,0.3266666779915492,21.833333333333332,5.574999968210856,
2022-12-07 12:00:00,1.100000023841858,,,1.3200000524520874,0.05000000074505806,,21.0,,
2022-12-08 00:00:00,1.051666686932246,,0.058333334202567734,,,0.45500000814596814,,,0.5333333536982536
2022-12-08 12:00:00,,0.3700000047683716,0.10000000149011612,0.8999999761581421,0.10000000149011612,0.4300000071525574,,5.909999847412109,0.20000000298023224
2022-12-09 00:00:00,0.8383333384990692,0.3733333349227905,,,0.10000000149011612,0.4283333371082942,,5.8616665204366045,0.2666666731238365
2022-12-09 12:00:00,,0.38999998569488525,0.07500000298023224,0.6299999952316284,0.10000000149011612,0.41999998688697815,21.0,5.619999885559082,0.6000000238418579
2022-12-10 00:00:00,1.075000007947286,,0.07916666939854622,0.7933333317438761,0.10000000149011612,,21.333333333333332,5.62666654586792,
2022-12-10 12:00:00,,,,,0.10000000149011612,0.46000000834465027,23.0,,
2022-12-11 00:00:00,,,0.10000000149011612,,0.10000000149011612,0.46000000834465027,23.0,,0.6000000238418579
2022-12-11 12:00:00,,0.4000000059604645,0.10000000149011612,,0.10000000149011612,,23.0,,
2022-12-12 00:00:00,,0.4033333361148834,0.10000000149011612,,0.10000000149011612,,23.333333333333332,5.6533331871032715,0.5666666875282923
2022-12-12 12:00:00,0.6899999976158142,0.41999998688697815,0.10000000149011612,1.1200000047683716,0.10000000149011612,0.47999998927116394,25.0,5.619999885559082,0.4000000059604645
2022-12-13 00:00:00,0.773333340883255,0.4166666567325592,0.09583333507180214,1.0916666686534882,0.09583333507180214,0.476666659116745,,5.609999895095825,0.43333334227403003
2022-12-13 12:00:00,1.190000057220459,,0.07500000298023224,,,,24.0,5.559999942779541,
2022-12-14 00:00:00,1.1266667147477467,0.3766666700442632,0.07500000298023224,0.949999988079071,0.07500000298023224,0.43333334227403003,23.833333333333332,5.574999968210856,
2022-12-14 12:00:00,0.8100000023841858,0.25999999046325684,0.07500000298023224,0.949999988079071,0.07500000298023224,,23.0,5.650000095367432,0.800000011920929
2022-12-15 00:00:00,0.82000000278155,0.25833332538604736,0.07916666939854622,,,,23.233333269755047,,0.7000000104308128
2022-12-15 12:00:00,0.8700000047683716,0.25,0.10000000149011612,,0.10000000149011612,,24.399999618530273,6.110000133514404,
2022-12-16 00:00:00,0.850000003973643,0.25333333512147266,,0.9050000210603079,0.10000000149011612,,24.166666348775227,,
2022-12-16 12:00:00,0.75,0.27000001072883606,,,,0.3499999940395355,23.0,6.159999847412109,0.20000000298023224
2022-12-17 00:00:00,0.7583333353201548,0.2666666756073634,0.10000000149011612,0.8866666654745737,0.10000000149011612,0.35499999423821765,23.166666666666668,,0.20000000298023224
2022-12-17 12:00:00,,0.25,0.10000000149011612,0.9200000166893005,0.10000000149011612,0.3799999952316284,24.0,,
2022-12-18 00:00:00,,0.25,0.10000000149011612,0.9200000166893005,0.10000000149011612,0.3799999952316284,,,
2022-12-18 12:00:00,0.800000011920929,0.25,0.10000000149011612,0.9200000166893005,,0.3799999952316284,24.0,6.019999980926514,0.20000000298023224
2022-12-19 00:00:00,0.825000007947286,0.2616666654745738,,,0.10000000149011612,0.3833333303531011,24.166666666666668,,0.23333333681027094
2022-12-19 12:00:00,,0.3199999928474426,,,0.10000000149011612,0.4000000059604645,,,
2022-12-20 00:00:00,0.9549999932448069,0.3316666583220164,,1.1949999729792278,0.10000000149011612,0.4100000063578288,25.333333333333332,6.18666672706604,0.4000000059604645
2022-12-20 12:00:00,0.9800000190734863,,0.10000000149011612,1.3200000524520874,,0.46000000834465027,27.0,6.070000171661377,0.4000000059604645
2022-12-21 00:00:00,,0.38499999046325684,,1.2700000405311584,,0.4516666730244954,,,0.43333334227403003
2022-12-21 12:00:00,,0.36000001430511475,0.10000000149011612,1.0199999809265137,,0.4099999964237213,,6.090000152587891,0.6000000238418579
2022-12-22 00:00:00,0.9150000214576721,0.35833334426085156,0.10000000149011612,1.0383333166440327,,0.41333333154519397,26.333333333333332,6.066666762034099,0.6000000238418579
2022-12-22 12:00:00,0.9399999976158142,0.3499999940395355,0.10000000149011612,,0.10000000149011612,0.4300000071525574,28.0,5.949999809265137,
2022-12-23 00:00:00,0.921666661898295,0.3449999938408534,,1.1049999992052715,0.10000000149011612,0.42500000695387524,,,
